,Variable,Circular_Mean_Degrees,Circular_Variance,Circular_Std_Degrees,Resultant_Vector_Length,Rayleigh_Statistic,Rayleigh_Pvalue
0,Aspect (˚),159.6179927296383,0.8504374667866057,111.69123194319236,0.1495625332133943,2.5053225502152596,0.28574334244533883
