,Min,Max,Mean,SD,Median,CV,Skewness,Kurtosis,z_skewness,Q1,Q3,IQR
SOM (g/kg),0.8,6.71,2.317927927927928,0.9588308383529268,2.12,0.4136586072415363,1.8465022789769034,5.159326524092618,7.942106605047405,1.64,2.675,1.035
