,Min,Max,Mean,SD,Median,CV,Skewness,Kurtosis,z_skewness,Q1,Q3,IQR
NDVI,0.0509,0.1134,0.06928035714285714,0.011866364298853368,0.06725,0.17128035691826393,1.7903872094170385,3.7113844885448364,7.735356835985253,0.06135,0.072325,0.010974999999999999
